FID,YEAR_,DISTRICT,COSITE,ROADWAY,AADT,AADTFLG,KFLG,K100FLG,DFLG,TFLG,TruckAADT,BEGIN_POST,END_POST,KFCTR,K100FCTR,DFCTR,TFCTR,Shape_Leng,DESC_FRM,DESC_TO,COUNTYDOT,COUNTY,MNG_DIST,Shape__Length
42,2024,4,937433,93000417,1850,S,F,F,F,2,57,0,0.278,9,0,62.2,3.1,453.4385,BLUE HERON BLVD,27 ST,93,Palm Beach,4,453.43845703124
43,2024,2,345024,34630000,2500,F,F,F,F,F,50,0,8.019,9.5,0,55.5,2,12910.0322,SR-345/SW 4TH AVE,GILCHRIST CO LINE,34,Levy,2,12910.0322129637
44,2024,3,485215,48000066,2900,C,F,F,F,F,183,0,0.6,9,0,55.1,6.3,981.7413,US-98B/SR-30,US-98/US-90/SR-10A,48,Escambia,3,981.741346281882
45,2024,7,159147,15000288,7900,X,F,F,W,F,466,0,0.161,9,0,99.9,5.9,259.5847,GULF BLVD,Bridge No-154355,15,Pinellas,7,259.584655089823
46,2024,4,867819,86000244,10300,F,F,F,F,F,845,0.225,0.763,9,0,53.7,8.2,865.8657,N/A,PINE ISLAND RD,86,Broward,4,865.865685562872
47,2024,2,310048,31030000,6400,C,F,F,F,F,493,0,1.539,9.5,0,54.6,7.7,2477.1744,LEVY CO LINE,N/A,31,Gilchrist,2,2477.17435705067
48,2024,1,174112,17008000,28000,C,F,F,F,2,1400,5.066,5.432,9,0,54,5,591.8753,SR 93/I-75,AT ROW LINE,17,Sarasota,1,591.875268163683
49,2024,2,339101,33503000,450,C,F,F,F,F,73,0,1.059,9.5,0,58,16.2,1700.5507,NW TURLINGTON RD,N CR-53,33,Lafayette,2,1700.55065093422
50,2024,3,475017,47501002,1600,F,F,F,F,F,178,0,1.426,9.5,0,61.6,11.1,2292.8468,BOAT RAMP,SR-20,47,Calhoun,3,2292.84682630398
51,2024,2,319112,31530001,2300,R,F,F,F,F,161,0,0.61,9.5,0,54.6,7,982.7287,DIXIE CO LINE,CR-341,31,Gilchrist,2,982.728670463574
52,2024,1,174525,17000534,4000,S,F,F,F,2,176,0,0.666,9,0,54,4.4,1072.9692,TIVOLI AVE,UNIVERSITY PKWY,17,Sarasota,1,1072.96920166202
53,2024,7,159168,15000448,31500,X,F,F,F,F,1859,0.075,0.212,9,0,53.4,5.9,221.7781,N/A,BEG BRIDGE #150043,15,Pinellas,7,221.778101307742
54,2024,4,869502,86000413,9800,F,F,F,F,F,804,0,0.769,9,0,55,8.2,1231.7134,COUNTY LINE RD,N/A,86,Broward,4,1231.7133522216
55,2024,4,937539,93000378,7500,S,F,F,F,F,353,0,0.825,9,0,58.6,4.7,1326.9923,CHARLESTON SHORES BL,HAGAN RANCH RD,93,Palm Beach,4,1326.99226133806
56,2024,7,159057,15000091,3400,R,F,F,F,F,201,0,2.172,9,0,53.4,5.9,3498.9133,90 AVENUE,US-19/SR-55,15,Pinellas,7,3498.91333053017
57,2024,2,349114,34509000,100,V,F,F,F,F,2,7.929,11.44,9.5,0,55.5,2,5650.6742,CR-347/NW 60 ST,CR-336,34,Levy,2,5650.67415550022
58,2024,2,340150,34040000,4800,X,F,F,F,F,422,12.949,16.263,9.5,0,55.5,8.8,5342.4145,N/A,N/A,34,Levy,2,5342.41449398074
59,2024,7,159229,15000275,1400,X,F,F,F,F,83,0.936,2.004,9,0,53.4,5.9,1721.1405,FLAGLER DR,DREW ST,15,Pinellas,7,1721.14052644002
60,2024,4,869649,86000240,11400,F,F,F,F,F,935,1.012,1.586,9,0,53.7,8.2,923.7128,N/A,BRANDYWINE CONDO,86,Broward,4,923.712846164986
61,2024,2,309114,30540000,40,F,F,F,F,F,5,6.708,15.627,9.5,0,58.8,13.6,14359.2054,US-19/NW 19 HWY,SR-55/NW HWY 19,30,Dixie,2,14359.2053735286
62,2024,1,174563,17000575,3800,F,F,F,F,1,350,0,3.09,9,0,54,9.2,4957.797,HILLSBOROUGH BL-CO/L,E PRICE BLVD,17,Sarasota,1,4957.79698273189
63,2024,1,164135,16504000,8400,F,F,F,F,1,1714,0,0.791,9,0,56,20.4,1279.7035,SR-659/N COMBEE RD,N/A,16,Polk,1,1279.70349432344
64,2024,2,300234,30030000,2815,C,A,A,A,A,341,28.089,33.685,9.5,0,55.2,12.1,9013.6938,N/A,CR-351/NE 351 HWY,30,Dixie,2,9013.69378477934
65,2024,7,152724,15003001,8800,F,F,F,W,F,642,0,0.057,8,0,99.9,7.3,93.1819,I-175/SR-594 EB,5 AVE S,15,Pinellas,7,93.1819223905159
66,2024,7,159076,15000331,6400,R,F,F,F,F,378,0,0.503,9,0,53.4,5.9,806.8057,PINELLAS POINT DR S,62 AV S,15,Pinellas,7,806.805683639657
67,2024,4,869447,86000278,9200,F,F,F,F,F,754,0,0.888,9,0,53.7,8.2,1428.697,PINE ISLAND RD,N/A,86,Broward,4,1428.69700738833
68,2024,1,164974,16835000,3400,C,F,F,F,F,605,0,2.14,9,0,56,17.8,3443.0785,SR-655/RECKER HWY,SR544/HAVENDALE BLVD,16,Polk,1,3443.07852397393
69,2024,5,927077,92605000,33000,F,F,F,F,1,1320,11.972,14.04,9,0,53.4,4,3327.0532,N/A,US 192,92,Osceola,5,3327.05315507457
70,2024,3,460307,46630000,10500,F,F,F,F,F,924,2.805,3.566,9,0,55.7,8.8,1229.6739,S GAINER BAYOU RD,RESOTA BCH RD,46,Bay,3,1229.67385198954
71,2024,1,174485,17000105,10400,S,F,F,F,2,426,0,1.113,9,0,54,4.1,1791.6109,MCINTOSH RD,HONORE AVE RA,17,Sarasota,1,1791.61091202122
72,2024,2,340039,34040000,6500,C,F,F,F,F,572,0,4.657,9.5,0,55.5,8.8,7507.368,NW 27 ST/SE 80 ST,N/A,34,Levy,2,7507.36803964478
73,2024,3,485245,48000025,3300,F,F,F,F,F,208,2.201,3.657,9,0,55.1,6.3,2355.5947,N TARRAGONA ST,N 20TH AVE,48,Escambia,3,2355.59469347189
74,2024,2,349138,34100000,3300,F,F,F,F,F,66,0,15.206,9.5,0,55.5,2,24578.1573,WITHLACHOOCHEE BAY,MARION CO LINE,34,Levy,2,24578.1573429651
75,2024,2,329110,32504000,1300,R,F,F,F,F,244,0,3.335,9.5,0,56.4,18.8,5364.8486,CR-249,SR-6,32,Hamilton,2,5364.84859995694
76,2024,7,159252,15000490,350,X,F,F,F,F,21,0,1.422,9,0,53.4,5.9,2276.2879,TAMPA RD,E LAKE WOODLANDSPKWY,15,Pinellas,7,2276.28793229884
77,2024,1,174465,17000074,19200,C,F,F,F,F,787,0,2.7,9,0,54,4.1,4466.3599,SR 45/US 41,COLONIA LN,17,Sarasota,1,4466.35990310378
78,2024,1,974141,16470027,2300,C,F,F,W,F,324,0,0.448,9,0,99.9,14.1,727.4874,US 98/SR35/BARTOW RD,SR 570 WB,16,Polk,8,727.487396327792
79,2024,4,940019,94504000,10100,S,F,F,F,F,828,0.924,1.738,9,0,51.1,8.2,1315.5175,N/A,N/A,94,St. Lucie,4,1315.51751278031
80,2024,2,350002,35050000,1200,X,F,F,F,F,197,14.842,16.811,9.5,0,57.3,16.4,3170.5518,NW CR-140,NW REAPER CHRUCH RD,35,Madison,2,3170.55182137717
81,2024,3,480048,48010000,7108,C,A,A,A,A,498,0,2.485,9.5,0,57,7,4018.3751,W END PERDIDO RIV BR,US-90/SR-10A/MOBILE,48,Escambia,3,4018.37513487862
82,2024,1,164727,16590000,3800,S,F,F,F,2,498,0,7.169,9.5,0,56,13.1,11529.5403,SR 60,SR 60,16,Polk,1,11529.5403002058
83,2024,4,937364,93710000,32000,S,F,F,F,F,1504,0,1.198,9,0,61.5,4.7,1930.4211,SR-811/ALT-A1A,N/A,93,Palm Beach,4,1930.42105222129
84,2024,3,465173,46560012,5400,F,F,F,F,F,324,1.015,1.52,9,0,54.8,6,817.3398,BOB LITTLE RD,US-98/SR-30A,46,Bay,3,817.339755377621
85,2024,2,330015,33040000,2300,C,F,F,F,F,612,19.184,21.451,9.5,0,58,26.6,3647.4521,N/A,N/A,33,Lafayette,2,3647.45210620595
86,2024,1,169483,16510000,2000,C,F,F,F,F,356,0,12.326,9,0,56,17.8,19837.5639,SR-37,US17/US98 CHARLESTON,16,Polk,1,19837.5638509932
87,2024,2,340117,34070000,3700,C,F,F,F,F,426,32.953,39.818,9.5,0,55.5,11.5,11035.4962,N/A,ALACHUA CO LINE,34,Levy,2,11035.4962280233
88,2024,2,320235,32100000,37500,C,F,F,F,F,11738,9.299,18.385,10.5,0,53.6,31.3,14617.5214,US-129/SR-51,Bridge No-320039,32,Hamilton,2,14617.5213897529
89,2024,3,484039,48012000,36500,F,F,F,F,1,1241,3.569,4.43,9,0,55.1,3.4,1391.2525,US-29/SR-95/N PALAFO,TO I-110 SB,48,Escambia,3,1391.25247318589
90,2024,1,174448,17000048,13000,S,F,F,F,2,741,0,1.7,9,0,54,5.7,2726.5432,BEE RIDGE RD/SR 758,BAHIA VISTA ST,17,Sarasota,1,2726.54319057934
91,2024,1,174486,17000106,15900,F,F,F,F,1,1049,0,0.938,9,0,54,6.6,1509.2842,PALMER BLVD,FRUITVILLE RD/SR 780,17,Sarasota,1,1509.28418661959
92,2024,2,339119,33570000,600,F,F,F,F,F,97,0,10.203,9.5,0,58,16.2,16416.2182,W US-27/SR-20,SUWANNEE CO LINE,33,Lafayette,2,16416.2182003597
93,2024,3,485073,48000012,6400,C,F,F,F,A,608,0,0.999,9,0,55.1,9.5,1609.2188,SR-297,LONGLEAF DR,48,Escambia,3,1609.21882116855
94,2024,2,345007,34110000,1500,C,F,F,F,F,80,19.302,19.528,9.5,0,55.5,5.3,363.5828,US-19/SR-55/MAIN ST,SE 4TH ST,34,Levy,2,363.582777278779
95,2024,3,470038,47020000,4600,C,F,F,F,F,607,19.649,19.76,9.5,0,61.6,13.2,178.9973,CR-69,SW CHIPOLA RD,47,Calhoun,3,178.997330145173
96,2024,7,159255,15000467,1200,X,F,F,F,F,71,0,1.062,9,0,53.4,5.9,1710.591,S GULVIEW BLVD,CORONADO DR,15,Pinellas,7,1710.59096791953
97,2024,1,974024,16470014,1600,C,F,F,W,F,226,0,0.035,9,0,99.9,14.1,56.6928,SR 570 WB,PKWY FRONTAGE ROAD N,16,Polk,8,56.6927751144573
98,2024,4,971522,94470018,2300,C,F,F,W,F,437,0,0.133,9,0,99.9,19,214.3213,94470015 RAMP,SR 91 NB,94,St. Lucie,8,214.321340321963
99,2024,2,299112,29520001,500,R,F,F,F,D,108,0,2.882,9.5,0,54.1,21.5,4640.9188,CR-252/SW PINEMOUNT,US-90/SR-10,29,Columbia,2,4640.91883931737
100,2024,3,484036,48004000,35500,F,F,F,F,1,1669,7.776,8.313,9,0,55.1,4.7,868.1124,CR-453/N W ST,SR-292/N PACE BLVD,48,Escambia,3,868.112442782793
101,2024,7,155712,15000324,27500,X,F,F,F,F,1265,0.217,1.037,9,0,53.4,4.6,1331.4954,SR-694F / GANDY BLVD,US-92/SR-687/4 ST N,15,Pinellas,7,1331.4953724387
102,2024,1,164156,16600000,16700,F,F,F,F,1,635,3.823,5.068,9,0,56,3.8,2006.88,N/A,N/A,16,Polk,1,2006.88004790248
103,2024,4,937708,93740000,350,F,F,F,F,1,86,0,0.699,9,0,62.2,24.6,1135.6654,US-441/PAHOKEE CL,W MAIN ST,93,Palm Beach,4,1135.66537889757
104,2024,3,461634,46600000,12800,C,F,F,F,A,691,0.34,1.341,9,0,54.8,5.4,1609.0248,ILLINOIS AVE,CR-389,46,Bay,3,1609.02478786454
105,2024,2,339110,33513001,150,R,F,F,F,F,24,0,1.811,9.5,0,58,16.2,2915.0356,E US 27/SR-20,NE CR-354,33,Lafayette,2,2915.03562256376
106,2024,3,470003,47040000,1000,F,F,F,F,1,170,0,4.3,9.5,0,61.6,17,6937.2807,SR-71,CR-392,47,Calhoun,3,6937.28073359561
107,2024,1,174287,17000118,23500,F,F,F,F,1,893,0,2.013,9,0,54,3.8,3228.1002,US-41 BYPASS,S AUBURN RD,17,Sarasota,1,3228.10024663793
108,2024,2,320038,32050000,2000,C,F,F,F,F,376,6.783,11.847,9.5,0,56.4,18.8,8154.8308,CR-141,N/A,32,Hamilton,2,8154.83080969547
109,2024,3,485164,48012000,44500,C,F,F,F,F,890,4.43,4.686,9,0,55.1,2,413.6565,TO I-110 SB,SR-291/DAVIS HWY,48,Escambia,3,413.656536757532
110,2024,1,170059,17000029,4700,F,F,F,F,1,127,2.248,2.5,9,0,54,2.7,404.5344,N/A,FRUITVILLE RD,17,Sarasota,1,404.534444889069
111,2024,7,151258,15000188,1800,C,F,F,W,F,131,0,0.232,9,0,99.9,7.3,370.2644,FROM SR-60 EB,CR-611 NB,15,Pinellas,7,370.264429639368
112,2024,4,937671,93000414,3600,S,F,F,F,F,169,0,0.538,9,0,61.5,4.7,865.8573,AVE J,AVE F,93,Palm Beach,4,865.857348563945
113,2024,1,174902,17000132,18400,F,F,F,F,1,1159,0,0.383,9,0,54,6.3,616.5635,CHANCELLOR BLVD,US-41/TAMIAMI TRL,17,Sarasota,1,616.563525977171
114,2024,2,359101,35000002,100,C,F,F,F,F,8,0,2.883,9.5,0,57.3,8,4639.2287,SW US-221/SR-55,SW OVERSTREET AVE,35,Madison,2,4639.22867009181
115,2024,3,485014,48000053,4400,F,F,F,F,F,277,0,0.53,9,0,55.1,6.3,853.0877,SR-289,N 12TH AVE,48,Escambia,3,853.087650323098
116,2024,7,159128,15000294,10000,C,F,F,F,F,590,0,0.109,9,0,53.4,5.9,171.5114,US-19,N/A,15,Pinellas,7,171.511449063199
117,2024,3,461621,46540000,13000,C,F,F,F,A,1144,3.129,4.144,9,0,54.8,8.8,1634.1465,GAME FARM RD,US-231/SR-75,46,Bay,3,1634.14646002331
118,2024,1,170026,17010000,29500,F,F,F,F,1,738,14.882,17.155,9,0,53.6,2.5,3663.2177,SR 45A/US 41,VENICE AVE,17,Sarasota,1,3663.21773134381
119,2024,4,869476,86000417,38500,F,F,F,F,F,3157,3.456,4.449,9,0,53.7,8.2,1597.9352,N/A,N/A,86,Broward,4,1597.93515537048
120,2024,2,329121,32590001,300,X,F,F,F,F,56,0,2.265,9.5,0,56.4,18.8,3651.4196,CR-137,PCS,32,Hamilton,2,3651.41962157684
121,2024,1,974077,16470051,850,C,F,F,W,F,120,0,0.396,9.5,0,99.9,14.1,637.9529,SR 570 EB,PACE RD,16,Polk,8,637.952865092788
122,2024,2,320101,32010000,3800,C,F,F,F,F,490,20.148,24.838,9.5,0,56.4,12.9,7547.2958,N/A,N/A,32,Hamilton,2,7547.29577567175
123,2024,7,155198,15010000,10800,C,F,F,F,F,572,0.5,0.577,9,0,53.4,5.3,123.8728,DR MARTIN LUTHER KIN,N/A,15,Pinellas,7,123.872836065055
124,2024,7,159163,15000436,2150,C,F,F,F,F,127,0,0.39,9,0,53.4,5.9,637.4746,RIDGELINE BLVD,BRYAN LN,15,Pinellas,7,637.474615063634
125,2024,4,869361,86000417,4700,F,F,F,F,F,385,0,0.482,9,0,53.7,8.2,775.6196,US-27/SR-25,N/A,86,Broward,4,775.619581074491
126,2024,4,930181,93000005,37500,C,F,F,F,2,975,0.184,0.768,9,0,61.5,2.6,940.8341,SR-9/I-95 SB,N/A,93,Palm Beach,4,940.834076011573
127,2024,7,159049,15000077,4600,R,F,F,F,F,271,0,1.009,9,0,53.4,5.9,1624.7065,8 AVE SW,MEHLENBACHER RD,15,Pinellas,7,1624.70650470656
128,2024,3,485223,48000038,5400,F,F,F,F,1,275,0,2.282,9,0,55.1,5.1,3681.2647,SR-291,CR-290,48,Escambia,3,3681.2646555395
129,2024,7,159110,15000264,15800,C,F,F,F,F,932,0,6.78,9,0,53.4,5.9,10908.4951,54 AVE N,EAST BAY DR,15,Pinellas,7,10908.4950602894
130,2024,5,770011,77502001,18100,F,F,F,F,1,869,0,0.806,9,0,52.3,4.8,1328.1949,OHIO AVE,MARQUETTE AVE,77,Seminole,5,1328.19488459345
131,2024,7,152726,15000465,3500,F,F,F,W,F,256,0,0.177,8,0,99.9,7.3,287.0423,CR296/BRYAN DAIRY RD,SR-693/66 ST N,15,Pinellas,7,287.042282365892
132,2024,1,174551,17000569,6500,F,F,F,F,1,332,0,2.518,9,0,54,5.1,4056.9853,SR 45/US 41,W PRICE BLVD,17,Sarasota,1,4056.98534285651
133,2024,1,974033,16470020,3500,C,F,F,W,F,494,0,0.2,9,0,99.9,14.1,321.6329,SR 37/SO FLORIDA AVE,SR 570 EB,16,Polk,8,321.632851290489
134,2024,2,309103,30508000,400,V,F,F,F,F,54,0,11.314,9.5,0,58.8,13.6,18210.5316,GULF OF MEXICO,CR-358/SW 358 HWY,30,Dixie,2,18210.5315581199
135,2024,7,150094,15003000,21500,E,F,F,F,F,860,0.988,1.285,8,0,58.3,4,477.4639,15003004 WB ON,4 ST S,15,Pinellas,7,477.463929282168
136,2024,7,159146,15000329,6100,X,F,F,F,F,360,0,0.386,9,0,53.4,5.9,625.0814,ARKANSAS AV NE,OVERLOOK DR NE,15,Pinellas,7,625.08141958496
137,2024,4,947066,94504000,35000,C,F,F,F,F,2870,1.738,3.158,9,0,51.1,8.2,2294.6799,N/A,N/A,94,St. Lucie,4,2294.67990552645
138,2024,1,164114,16730502,7600,C,F,F,F,A,1512,3.698,10.473,9,0,56,19.9,10907.8698,OLD GRADE RD,SR 25/US 27,16,Polk,1,10907.8697978157
139,2024,4,937372,93832000,30000,S,F,F,F,F,1410,0,1.275,9,0,58.6,4.7,2052.8232,SW 18 ST,PALMETTO PK,93,Palm Beach,4,2052.82323193334
140,2024,3,460104,46640000,2800,F,F,F,F,1,358,0,9.001,9.5,0,55.7,12.8,14521.1244,SR-77,CR-2301,46,Bay,3,14521.1243626027
141,2024,1,174268,17000073,10300,F,F,F,F,1,433,0,3.077,9,0,54,4.2,4945.2288,VENICE EAST  BLVD,RIVER RD,17,Sarasota,1,4945.2288165341
142,2024,2,349100,34000002,850,C,F,F,F,F,17,0,2.861,9.5,0,55.5,2,4604.0097,CR-337,SR-500,34,Levy,2,4604.00965268084
143,2024,3,480428,48000004,900,F,F,F,F,F,57,1.522,3.405,9.5,0,53.8,6.3,3042.9091,MCNEAL RD,CR-4/W HWY 4,48,Escambia,3,3042.9091324989
144,2024,2,345006,34110000,3500,C,F,F,F,F,186,18.908,19.302,9.5,0,55.5,5.3,633.8178,SW 7TH ST,US-19/SR-55/MAIN ST,34,Levy,2,633.817796596763
145,2024,3,470006,47010000,6700,C,F,F,F,F,925,12.55,14.896,9.5,0,61.6,13.8,3780.6333,SW DEMONT RD,CR-275,47,Calhoun,3,3780.63332340258
146,2024,7,159234,15000473,3700,S,F,F,F,F,218,0,0.894,9,0,53.4,5.9,1399.0212,ROOSEVELT BLVD,END OF PAVEMENT,15,Pinellas,7,1399.02118230444
147,2024,1,174416,17000097,1000,E,F,F,F,F,61,0.045,0.28,9,0,54,6.1,376.7689,N/A,MC ANSH SQUARE,17,Sarasota,1,376.768896997996
148,2024,7,159094,15000203,2050,S,F,F,F,F,121,0,0.25,9,0,53.4,5.9,403.0152,US-19A/SR-595,N/A,15,Pinellas,7,403.015203486087
149,2024,4,937691,93000401,250,S,F,F,F,F,12,0,0.499,9,0,61.5,4.7,803.2074,SR-715/SW 16 ST,PIONEER PARK RD,93,Palm Beach,4,803.207435576161
150,2024,2,295041,29521001,15200,C,F,F,F,A,182,0.673,1.237,9,0,54.1,1.2,907.6192,SW MARVIN BURNETT RD,SWSISTERS WELCOME RD,29,Columbia,2,907.619171652346
151,2024,3,485294,48006000,13900,F,F,F,F,F,931,0.521,1.009,9,0,55.1,6.7,790.0668,S 9TH AVE,US-98/SR-30,48,Escambia,3,790.066796336078
152,2024,3,465180,46531000,6500,F,F,F,F,F,572,0.335,1.326,9,0,54.8,8.8,1598.963,US-98/SR-30A/TYNDALL,S BERTHE,46,Bay,3,1598.96304962101
153,2024,2,350216,35010000,4100,C,F,F,F,F,299,22.064,28.607,9.5,0,57.3,7.3,10532.9895,SE ROLLERCOASTER HIL,SE MAGNOLIA DR,35,Madison,2,10532.9895258802
154,2024,4,869307,86000415,16600,F,F,F,F,F,1361,0,0.512,9,0,55,8.2,825.3932,SR-818/GRIFFIN RD,N/A,86,Broward,4,825.393157925477
155,2024,1,174411,17000010,3100,S,F,F,F,2,164,0.221,1.768,9,0,54,5.3,2466.6966,N/A,DR MLK JR WAY,17,Sarasota,1,2466.69664064155
156,2024,1,974081,16470047,1900,C,F,F,W,F,268,0,0.161,9.5,0,99.9,14.1,250.3251,SR 570 EB,I-4/SR 400 EB,16,Polk,8,250.325068445739
157,2024,2,320014,32010000,6200,C,F,F,F,F,800,18.92,19.24,9,0,56.4,12.9,514.9569,N/A,N/A,32,Hamilton,2,514.956947817423
158,2024,1,174518,17000141,5200,S,F,F,F,2,130,0,0.133,9,0,54,2.5,212.5666,RINGLING BLVD,SR 780 FRUITVILLE RD,17,Sarasota,1,212.566641383514
159,2024,7,159247,15000433,2100,X,F,F,F,F,124,0,3.002,9,0,53.4,5.9,4824.6732,118 ST,WALSINGHAM RD,15,Pinellas,7,4824.67320055664
160,2024,4,869660,86000371,8300,F,F,F,F,F,681,0.895,1.879,9,0,53.7,8.2,1584.7264,NW 136 AVE,SR-823/FLAMINGO RD,86,Broward,4,1584.72643195539
161,2024,4,937373,93832000,30500,F,F,F,F,F,1434,3.651,4.389,9,0,58.6,4.7,1188.197,N/A,YAMATO RD,93,Palm Beach,4,1188.19696321402
162,2024,3,485048,48000035,850,C,F,F,F,F,54,0,0.591,9,0,55.1,6.3,962.6288,US-98B/SR 30,US90/US98/SR10A/CERV,48,Escambia,3,962.628796410241
163,2024,7,159101,15000252,5900,C,F,F,F,F,348,0,2.114,9,0,53.4,5.9,3402.3126,34 ST S,WEST HARBOR DR,15,Pinellas,7,3402.31263687132
164,2024,5,777017,77507000,29000,C,F,F,F,A,812,1.55,2.525,9,0,52.3,2.8,1574.6139,EASTBROOK BLVD,GRAND AVE,77,Seminole,5,1574.61390295133
165,2024,2,315003,31010000,8900,C,F,F,F,F,623,7.5,7.789,9.5,0,54.6,7,465.0392,SW 4TH ST,N/A,31,Gilchrist,2,465.03919966347
166,2024,1,170073,17000709,8000,E,F,F,F,F,376,0,3.746,9,0,54,4.7,6028.6126,LAUREL RD,SR-681,17,Sarasota,1,6028.61262881164
167,2024,1,974019,16470009,1700,C,F,F,W,F,240,0,0.225,9,0,99.9,14.1,358.5747,SR 572/AIRPORT ROAD,SR 570 EB,16,Polk,8,358.574659831054
168,2024,2,299127,29620102,2300,F,F,F,F,D,409,0,0.213,9,0,54.1,17.8,340.1322,SR-25/US-41/SW MAIN,SR-25A/S MARION ST,29,Columbia,2,340.132173358803
169,2024,7,150091,15002000,24500,E,F,F,F,F,980,0.705,0.91,8,0,58.3,4,317.6618,N/A,Bridge No-150145,15,Pinellas,7,317.661832514615
170,2024,7,159039,15000334,5100,V,F,F,F,F,301,0,0.38,9,0,53.4,5.9,609.1523,MCMULLEN RD,KEENE RD,15,Pinellas,7,609.152322865283
171,2024,4,869449,86000278,16200,F,F,F,F,F,1328,0.888,1.744,9,0,53.7,8.2,1377.308,N/A,COLLEGE AV,86,Broward,4,1377.3080236677
172,2024,1,164109,16700000,10300,F,F,F,F,1,330,0,1.585,9,0,56,3.2,2551.5067,CENTRAL BARN RD,LAKE MIRIAM DR,16,Polk,1,2551.50671202451
173,2024,4,935124,93650000,45500,F,F,F,F,F,2139,0.282,1.025,9,0,58.6,4.7,1191.7359,HILTON AIRPORT CNTR,N/A,93,Palm Beach,4,1191.73586281109
174,2024,3,465219,46560006,12200,F,F,F,F,F,1074,1.626,2.124,9,0,54.8,8.8,802.4054,19TH ST,SR-368/23RD ST,46,Bay,3,802.405418570673
175,2024,2,340112,34010000,7700,X,F,F,F,F,1117,9.45,11.792,9.5,0,55.5,14.5,3771.5878,N/A,CR-202/NW 20 AVE,34,Levy,2,3771.5878284653
176,2024,3,485226,48000009,9400,F,F,F,F,F,592,0,0.375,9,0,55.1,6.3,593.7823,US-29/SR-95,CR-95A/N PALAFOX ST,48,Escambia,3,593.782313574533
177,2024,5,777013,77501000,12000,C,F,F,F,A,11088,4.755,5.647,9,0,52.3,92.4,1436.1727,RED BUG LAKE RD,W SR 426,77,Seminole,5,1436.17272014738
178,2024,3,471504,47010000,12000,F,F,F,F,F,1656,20.632,21.407,9.5,0,61.6,13.8,1248.8667,SW 11TH ST,SR-71,47,Calhoun,3,1248.86670224825
179,2024,7,159132,15000488,2600,C,F,F,F,F,153,0,0.181,9,0,53.4,5.9,290.3414,E LAKE RD,END OF PAVEMENT,15,Pinellas,7,290.341449183235
180,2024,1,174489,17000109,8500,S,F,F,F,2,374,0,2.806,9,0,54,4.4,4521.5344,BENEVA RD,PALMER RANCH PKWY,17,Sarasota,1,4521.53443510868
181,2024,7,159226,15000173,3700,X,F,F,F,F,218,1.994,2.255,9,0,53.4,5.9,418.894,4 ST N,1 ST N,15,Pinellas,7,418.893978353765
182,2024,4,937671,93000408,3600,S,F,F,F,F,169,0,0.262,9,0,61.5,4.7,421.131,BLUE HERON BLVD,W 32 CT,93,Palm Beach,4,421.131026566788
183,2024,2,295061,29521000,6900,X,F,F,F,F,276,0,1.232,9,0,54.1,4,1981.2466,CR-250/LAKE JEFFERY,US-41/SR-100,29,Columbia,2,1981.24659621986
184,2024,3,480145,48010000,6700,C,F,F,F,A,925,2.485,4.282,9,0,55.4,13.8,2905.8251,US-90/SR-10A/MOBILE,SR-99/BEULAH RD,48,Escambia,3,2905.82514167698
185,2024,7,159254,15000323,2000,X,F,F,F,F,118,0,0.797,9,0,53.4,5.9,1283.3715,77 AVE N,DR MLK JR ST N,15,Pinellas,7,1283.37151654325
186,2024,7,159147,15000315,7900,X,F,F,W,F,466,0,0.16,9,0,99.9,5.9,256.3818,WEST BRIDGE JOINT,GULF BLVD SB,15,Pinellas,7,256.381775381522
187,2024,4,869736,86000255,10200,F,F,F,F,F,836,0,0.461,9,0,53.7,8.2,742.695,SR-842/BROWARD BLVD,N/A,86,Broward,4,742.695032400619
188,2024,2,260004,31010000,11500,C,F,F,F,F,598,16.698,17.73,9.5,0,57.7,5.2,1660.8662,N/A,SW 298 ST,31,Gilchrist,2,1660.86621625841
189,2024,1,175067,17008000,26500,S,F,F,F,F,875,0,0.504,9,0,54,3.3,814.9206,S  TAMIAMI  TRL,SHADE AVE,17,Sarasota,1,814.920558723871
190,2024,2,380170,33040000,600,X,F,F,F,F,52,0,7.885,9.5,0,58.9,8.7,12686.6074,DIXIE CO LINE,N/A,33,Lafayette,2,12686.6074240051
191,2024,3,470134,47503000,1200,C,F,F,F,F,133,0,4.809,9.5,0,61.6,11.1,7750.3481,SR-69,CR-286/BLUEBERRY DR,47,Calhoun,3,7750.34809624047
192,2024,2,324400,32100010,2500,C,F,F,W,F,783,0,0.158,9.5,0,99.9,31.3,257.2122,GORE AT I-75 NB,GORE AT SR-51/US-129,32,Hamilton,2,257.212173428424
193,2024,3,485181,48013000,3900,F,F,F,F,1,101,1.577,1.975,9,0,55.1,2.6,642.6754,N/A,SR-291/N DAVIS HWY,48,Escambia,3,642.675359917624
194,2024,1,174443,17000044,11300,F,F,F,F,1,441,0,1.077,9,0,54,3.9,1734.1551,BAHIA VISTA ST,FRUITVILLE RD/SR 780,17,Sarasota,1,1734.15511215877
195,2024,7,159081,15000151,15900,R,F,F,F,F,938,0,0.897,9,0,53.4,5.9,1451.1075,22 AVE S,9 AVE S,15,Pinellas,7,1451.10751519816
196,2024,4,937539,93000382,7500,S,F,F,F,F,353,0,1.846,9,0,58.6,4.7,2977.5,TOWN CENTER PKWY N,END OF PVMT,93,Palm Beach,4,2977.49995591861
